,행정동명,일자,강수량,침수여부,펌프장최소거리,우수저류장최소거리,경사도(합계),경사도(평균),경사도(최소값),경사도(최대값),경사도(최대-최소),고도(평균값),고도(최소값),고도(최대값),고도(최대-최소)
138,산호동,2019-10-02,73.3,0,6499.468560511247,10201.542056123091,306.6177618,2.71343152,0.108492047,14.46318531,14.35469326,11.18751355,0.358156651,62.65886688,62.30071023
139,산호동,2019-10-03,0.0,0,6499.468560511247,10201.542056123091,306.6177618,2.71343152,0.108492047,14.46318531,14.35469326,11.18751355,0.358156651,62.65886688,62.30071023
140,상남동,2012-09-17,35.0,0,4134.816861369285,,302.3428792,2.099603328,0.239461437,9.354916573,9.115455136,26.72398734,13.88564014,52.02690887,38.14126873
141,상남동,2012-09-18,0.0,0,4134.816861369285,,302.3428792,2.099603328,0.239461437,9.354916573,9.115455136,26.72398734,13.88564014,52.02690887,38.14126873
142,상남동,2012-09-19,0.0,0,4134.816861369285,,302.3428792,2.099603328,0.239461437,9.354916573,9.115455136,26.72398734,13.88564014,52.02690887,38.14126873
143,상남동,2014-08-25,68.0,0,4134.816861369285,,302.3428792,2.099603328,0.239461437,9.354916573,9.115455136,26.72398734,13.88564014,52.02690887,38.14126873
144,상남동,2016-10-05,94.9,0,4134.816861369285,7625.986103509909,302.3428792,2.099603328,0.239461437,9.354916573,9.115455136,26.72398734,13.88564014,52.02690887,38.14126873
145,상남동,2019-10-02,46.0,0,4134.816861369285,7625.986103509909,302.3428792,2.099603328,0.239461437,9.354916573,9.115455136,26.72398734,13.88564014,52.02690887,38.14126873
146,상남동,2019-10-03,0.0,0,4134.816861369285,7625.986103509909,302.3428792,2.099603328,0.239461437,9.354916573,9.115455136,26.72398734,13.88564014,52.02690887,38.14126873
147,석동,2012-09-17,20.0,0,2780.472642109629,,3595.056403,12.18663187,0.524705112,33.32820129,32.80349618,107.8531328,5.589571953,415.8879395,410.2983675
148,석동,2012-09-18,0.0,0,2780.472642109629,,3595.056403,12.18663187,0.524705112,33.32820129,32.80349618,107.8531328,5.589571953,415.8879395,410.2983675
149,석동,2012-09-19,0.0,0,2780.472642109629,,3595.056403,12.18663187,0.524705112,33.32820129,32.80349618,107.8531328,5.589571953,415.8879395,410.2983675
150,석동,2014-08-25,49.0,0,2780.472642109629,,3595.056403,12.18663187,0.524705112,33.32820129,32.80349618,107.8531328,5.589571953,415.8879395,410.2983675
151,석동,2016-10-05,77.4,0,2780.472642109629,6500.493146514237,3595.056403,12.18663187,0.524705112,33.32820129,32.80349618,107.8531328,5.589571953,415.8879395,410.2983675
152,석동,2019-10-02,23.5,0,2780.472642109629,6500.493146514237,3595.056403,12.18663187,0.524705112,33.32820129,32.80349618,107.8531328,5.589571953,415.8879395,410.2983675
153,석동,2019-10-03,0.0,0,2780.472642109629,6500.493146514237,3595.056403,12.18663187,0.524705112,33.32820129,32.80349618,107.8531328,5.589571953,415.8879395,410.2983675
154,석전동,2012-09-17,25.0,0,2045.4248008723987,,1664.676448,7.144534111,0.510980964,28.6677475,28.15676653,52.87757749,15.31779575,249.0662994,233.7485037
155,석전동,2012-09-18,0.0,0,2045.4248008723987,,1664.676448,7.144534111,0.510980964,28.6677475,28.15676653,52.87757749,15.31779575,249.0662994,233.7485037
156,석전동,2012-09-19,0.0,0,2045.4248008723987,,1664.676448,7.144534111,0.510980964,28.6677475,28.15676653,52.87757749,15.31779575,249.0662994,233.7485037
